,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,dissimilarity_l,contrast_l,homogeneity_l,energy_l,correlation_l,dissimilarity_u,contrast_u,homogeneity_u,energy_u,correlation_u,class
0,27.5,67.0710676908493,35,10,17.5,18.53939393939394,490.7485223116897,32.0067138671875,61.13215637207031,38.31715393066406,41.18293980934342,65.22380579537335,45.26124407012986,0.07432598039215688,11.727175245098042,0.9990204724398095,0.9989583388536019,0.7496303544107868,0.12092524509803927,19.379044117647066,0.9988696759415399,0.9988051535784384,0.5862665726240323,Black_rot
0,4.0,12.828427076339722,5,4,1.25,0.0,41.142135313241525,26.717437744140625,51.226104736328125,26.000869750976562,38.44930258807126,58.23574976734322,35.5845325408767,0.02215073529411765,3.6641237745098048,0.9997736690319504,0.9997702217031282,0.6448475575176595,0.027328431372549027,4.68186274509804,0.9997669867653592,0.9997549031343739,0.5462011952609067,Black_rot
0,0,0,0,0,0,0,0,31.504150390625,54.68902587890625,35.49981689453125,38.83335463537947,58.486329963971954,41.60237051698482,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,0,0,0,0,0,0,0,29.489028930664062,53.79322814941406,30.585586547851562,33.690735299433534,51.04409425216472,33.37667738340228,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,0,0,0,0,0,0,0,30.498855590820312,49.12345886230469,31.092208862304688,36.859352627681,50.723553776225025,34.86687454824446,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,1.0,22.82842707633972,12,4,6.0,12.0,781.7056241696407,28.540069580078125,42.374267578125,28.454544067382812,45.54666809177963,58.24942081341516,43.228784301164744,0.03823529411764706,5.0703125,0.9992686800991915,0.9991268433436171,0.836087042665098,0.07843137254901963,11.023498774509807,0.9990487335544186,0.998988979103282,0.6436325602598322,Black_rot
0,104.0,166.62741661071777,56,48,9.333333333333334,73.39615384615385,1201.3570370060354,34.83320617675781,63.51734924316406,40.674072265625,42.984107301184096,66.66880063094142,46.139835638340315,0.36678921568627476,53.639705882353,0.9942148511302404,0.9938266454373913,0.8091155120471275,0.3787071078431374,57.32031250000004,0.9943192770014628,0.9937500581485378,0.7960175522800393,Black_rot
0,220.0,184.56854152679443,48,72,5.333333333333333,44.609610389610395,696.7952697544372,34.46818542480469,54.29119873046875,41.31684875488281,47.684624888148484,68.33875791366262,55.40138950679415,1.0358762254901965,136.55802696078442,0.969163420117178,0.964109208828244,0.9182452962913276,0.9119485294117649,123.71004901960792,0.97051545972458,0.9643850308962759,0.9259371372853253,Black_rot
0,0,0,0,0,0,0,0,33.680938720703125,54.88493347167969,39.835174560546875,42.18666999122924,61.94012036469329,47.554824439246495,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,21.0,43.79898953437805,14,16,1.75,2.6666666666666665,137.0251060166113,28.286224365234375,61.349212646484375,42.47370910644531,35.21722078503258,66.5199229197847,48.53666900635308,0.06323529411764706,10.017585784313727,0.999346904092774,0.9993259842666643,0.6393814706459904,0.05732230392156864,9.225827205882354,0.9993983211613037,0.9993413024244259,0.6678836287811806,Black_rot
0,0,0,0,0,0,0,0,35.45997619628906,50.529937744140625,33.824188232421875,44.99139271414932,57.490315991765414,41.98054567852259,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,0.0,0.0,4,4,4.0,0,0,24.123580932617188,58.636810302734375,37.12017822265625,35.25063504517407,62.95618227158116,45.138957389232935,0.21210171568627462,35.07723651960786,0.9975426357355932,0.9972886257062907,0.7108498350402267,0.07668504901960785,11.333639705882355,0.9980654416068357,0.9976715822695159,0.906574060111074,Black_rot
0,0,0,0,0,0,0,0,31.389602661132812,52.4940185546875,32.024017333984375,34.924086128627025,55.41763430098071,37.521103314263314,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,10.0,88.28427076339722,40,30,13.333333333333334,455.14761904761906,4286.761855323658,42.72102355957031,71.01657104492188,45.46331787109375,49.00711420126791,71.46663330080439,48.76719038737869,0.38658088235294136,55.79200367647064,0.9925926928858405,0.9914369684385838,0.8578807863627567,0.4666053921568629,68.23287377450987,0.9920652554848323,0.9912225107494329,0.8261901038493754,Black_rot
0,43.5,65.69848430156708,18,27,2.0,6.827586206896552,198.45015354129913,27.85198974609375,55.25444030761719,39.34654235839844,38.426902895733065,64.36698934342584,49.60894787532946,0.05453431372549021,8.25045955882353,0.9993937540650286,0.9993413031875746,0.6519837101018122,0.06608455882352943,10.403155637254905,0.9993651721863803,0.9993106668720894,0.5611798830964602,Black_rot
0,11.0,53.11269783973694,22,33,7.333333333333334,282.1192640692641,1538.7047300810164,35.03047180175781,60.71278381347656,42.317962646484375,42.03861716405497,66.53628109391514,49.51721605551198,0.4496936274509805,62.146537990196094,0.9917050844616614,0.9906404478440889,0.8253880401627975,0.3325061274509805,44.6119485294118,0.9923111423463479,0.9910080759118124,0.8746546466336407,Black_rot
0,507.5,269.4974732398987,105,50,10.5,15.068965517241377,429.3333285676251,33.27503967285156,47.69325256347656,30.555862426757812,49.153869906516576,63.98551830197589,44.28276882975048,0.2554840686274511,36.5902267156863,0.9955649376932775,0.9952053076291258,0.8261731262034706,0.2479166666666668,35.15076593137257,0.995669313005642,0.9952206217170869,0.833011481429695,Black_rot
0,0,0,0,0,0,0,0,21.8929443359375,46.65229797363281,28.766998291015625,29.111572024793062,51.79917862199327,35.48708787032419,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,182.0,187.79898953437805,35,77,3.1818181818181817,35.10027472527473,775.130999343592,19.13525390625,41.24969482421875,32.7021484375,30.832634554926393,61.322363134225775,49.35005951658484,0.35312500000000024,53.45799632352946,0.9950625877737397,0.9943628083435421,0.7645577940759681,0.22858455882352954,34.18511029411766,0.9955390158235297,0.9947917071216188,0.8494403395014488,Black_rot
0,2.5,31.213203072547913,15,15,5.0,131.1,1169.1168552577374,30.409133911132812,55.17491149902344,39.72291564941406,40.5076039826406,63.07618514856634,47.45450178608548,0.07261029411764708,10.729993872549024,0.999119007872895,0.9990502524381465,0.676380396076205,0.09684436274509806,14.532843137254904,0.9990660425799698,0.998973661826645,0.5616854030087344,Black_rot
0,0.0,6.0,3,6,1.5,0,0,33.68156433105469,58.275390625,40.074615478515625,39.59367361031425,59.03463759630196,43.52927985279589,0.279718137254902,40.12705269607845,0.9967123018547723,0.9964001714169597,0.6539148183322218,0.08973651960784315,11.342892156862748,0.9974652346506749,0.9970588464762865,0.9021705650181103,Black_rot
0,24.0,27.656854152679443,5,12,0.4166666666666667,0.0,31.87089923427426,33.539398193359375,51.8681640625,40.14854431152344,45.56138214269913,64.54703538884422,51.53411489669874,0.06302083333333333,10.278829656862747,0.999315138609325,0.9992340736178058,0.6845272130926425,0.02729779411764706,4.17454044117647,0.9994512347101276,0.9993413025418332,0.8718770569219291,Black_rot
0,18.0,86.91168665885925,36,30,7.2,114.5,1468.7635818115039,46.83587646484375,67.24147033691406,47.166473388671875,53.01139315917047,70.85458416178501,51.33434099765574,0.33391544117647076,47.94748774509807,0.9919323341071686,0.9907323174365388,0.898445400329225,0.26305147058823547,35.98995098039218,0.9920428961407775,0.990946767901032,0.9237719172396428,Black_rot
0,348.5,378.1248904466629,68,170,6.800000000000002,238.90644394661612,3692.412898070896,37.1920166015625,70.93611145019531,50.382598876953125,42.245183304575974,76.73387841493437,56.040538925933966,1.2721813725490199,172.9021139705883,0.9673764232665439,0.9587793250165354,0.8960039398763727,1.1621936274509803,153.09194240196086,0.9678216917473448,0.9591163076590844,0.9079192354514216,Black_rot
0,0,0,0,0,0,0,0,23.0272216796875,46.16668701171875,21.32672119140625,32.162970742123164,51.20919278454995,30.23161482218948,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,37.0,40.485281229019165,12,14,1.7142857142857142,1.135135135135135,66.4482971429502,35.315521240234375,66.08372497558594,42.028778076171875,40.408556081588884,61.616764730200984,43.852294563371736,0.07723651960784317,12.628799019607843,0.998995719616537,0.9989277014226852,0.7702940234404797,0.10085784313725493,17.548468137254908,0.9989415317816955,0.9988664277941841,0.6808098692256378,Black_rot
0,6.5,23.071067690849304,8,7,1.1428571428571428,0.0,81.88833298396163,24.570785522460938,48.775909423828125,29.915206909179688,36.8648315118636,58.909750627214045,41.39702318422833,0.03627450980392158,5.5022977941176485,0.9996260370111915,0.9996170361330401,0.6111148932721973,0.04077818627450981,6.507107843137256,0.9996232286741764,0.9996017177990594,0.5400980785203848,Black_rot
0,32.5,91.21320307254791,20,40,2.5,35.85641025641026,767.9860075157412,41.923309326171875,56.336212158203125,34.71807861328125,52.68652843192951,63.39873617233951,43.421507288831585,0.4536764705882357,66.9162990196079,0.9919801951269742,0.9909774174078001,0.8392720749096267,0.3318627450980395,46.2478553921569,0.992230985032928,0.9913909974704914,0.8889161243827476,Black_rot
0,0,0,0,0,0,0,0,42.20390319824219,58.55897521972656,34.737762451171875,42.22186972390987,54.319224275824894,37.034573291981594,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,0,0,0,0,0,0,0,24.766159057617188,50.48345947265625,28.320053100585938,33.4559590977597,53.48690294333323,35.20671722437221,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,19.0,24.485281229019165,10,8,2.5,1.0526315789473684,47.33123659453881,38.04945373535156,65.70631408691406,46.189239501953125,40.40612513886031,62.68818524850953,45.76941824160072,0.023713235294117653,3.4119791666666672,0.9996761854261947,0.9996476729770858,0.7213518443685168,0.032659313725490205,4.7670955882352954,0.999641610323557,0.9996170362504151,0.6106827361790521,Black_rot
0,29667.0,1866.641696214676,500,252,3.9682539682539684,1.0617858226312065,176.17308231606847,84.85203552246094,105.38609313964844,68.40763854980469,72.42823556510893,72.0724470048588,69.28737724425646,2.634819240196078,259.0302542892157,0.8093271381957762,0.7666336148860631,0.9784648827497376,2.309007352941177,276.81164215686283,0.8265152140483714,0.7660949336697167,0.9769961948212195,Black_rot
0,0,0,0,0,0,0,0,35.09321594238281,54.74467468261719,40.15202331542969,42.29399094771213,60.26932689136621,46.363848538376274,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,0,0,0,0,0,0,0,23.941879272460938,47.2310791015625,36.90586853027344,36.39133228144217,60.67097168403964,50.019132738150894,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,395.5,350.2914093732834,119,105,7.933333333333332,74.88811630847029,1241.0019871627935,37.134674072265625,62.401214599609375,43.19921875,47.13812791285452,70.06573522016818,51.353172547452964,0.5679840686274515,82.8519607843138,0.9896451316782512,0.9885571079584958,0.8483533008912731,0.5342524509803926,79.91672794117655,0.9898702267972164,0.9886490167448659,0.8537257551767679,Black_rot
0,0,0,0,0,0,0,0,29.383148193359375,47.86651611328125,31.599105834960938,36.376689050816815,52.00683406274334,37.16126395031578,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,15.0,44.485281229019165,15,15,3.0,9.166666666666668,263.85869946999003,41.151153564453125,64.22584533691406,43.18315124511719,47.170536885442495,66.30718763042991,47.896593390137895,0.09990808823529417,14.494822303921573,0.9981301027329623,0.9979779525805573,0.8329695886658536,0.17953431372549028,26.789889705882366,0.9978433742505671,0.9977175406796105,0.6912879507353942,Black_rot
0,1272.0,286.5096662044525,60,104,1.1538461538461537,1.2264150943396226,96.8016377695599,32.04266357421875,52.62019348144531,36.44960021972656,41.15948964132426,61.3302220526154,44.60460267707062,0.3441482843137256,47.25024509803925,0.9921475956918328,0.990288111638954,0.8879666796521154,0.24684436274509813,31.557935049019626,0.9918505581901773,0.9906250907846809,0.9251741395303096,Black_rot
0,0.0,0.0,1,1,1.0,0,0,30.819610595703125,53.42515563964844,27.862091064453125,40.56222641044007,61.55579566826322,36.64997623105402,0.004932598039215686,0.7941482843137255,0.9999693639269998,0.9999693629797657,-1.531886211492211e-05,0.004932598039215686,0.7941482843137255,0.9999693639269998,0.9999693629797657,-1.531886211492211e-05,Black_rot
0,10.5,22.242640614509583,9,9,3.0,4.714285714285714,94.23524981071071,31.970443725585938,53.60655212402344,35.29412841796875,44.8176504497047,66.8364466057783,47.72877204429793,0.027971813725490194,4.66219362745098,0.9997406793621644,0.9997395844482603,0.5986260872938358,0.03860294117647059,6.61390931372549,0.9997100990064086,0.9997089476628499,0.4306005130496583,Black_rot
0,169.0,89.4558436870575,34,20,3.4,1.0059171597633136,71.02675712807631,36.27947998046875,61.567657470703125,40.77435302734375,44.51406621659978,65.59679872177287,47.04148740268543,0.11390931372549024,16.67117034313726,0.9979251211613156,0.997763491798695,0.8390525944358771,0.11513480392156866,16.98823529411765,0.9979524297908086,0.9977634922690676,0.8359915747110913,Black_rot
0,0.0,20.0,10,20,5.0,0,0,39.83766174316406,67.40711975097656,48.31773376464844,42.98956205556,66.43799110874727,48.83680998226706,0.2556985294117648,36.39234068627452,0.9967221932545925,0.9964308037837154,0.7072199825928912,0.22248774509803926,32.70438112745099,0.9970336564809806,0.9965227105404323,0.7368899857712333,Black_rot
0,110.0,148.28427076339722,60,40,15.0,82.75411255411255,1099.4112477916249,30.666732788085938,63.94749450683594,42.340576171875,39.72500498399161,71.38854834016146,50.240914101613264,0.37616421568627484,55.81856617647064,0.9945983483046886,0.9941176995206844,0.7798880403168764,0.34249387254901975,51.40156250000004,0.9947008257271259,0.9942096096283508,0.7973058172637398,Black_rot
0,0.0,4.0,4,2,4.0,0,0,25.615936279296875,61.7567138671875,38.68891906738281,36.11832461153184,65.26723688638398,45.673099611169796,0.018903186274509803,2.8882965686274513,0.9998477146637516,0.9998314965062386,0.4369389798617982,0.019852941176470587,3.2199448529411767,0.9998548919488836,0.9998314961541889,0.3722855701942756,Black_rot
0,0.0,0.0,6,6,6.0,0,0,25.531967163085938,49.842498779296875,39.468170166015625,37.28911181479685,65.07259344368082,52.95996821834243,0.31982230392156874,51.57610294117651,0.9960193761916792,0.9955882797236054,0.7412996425021318,0.19280024509803925,29.227573529411778,0.9964129506392813,0.9959712327876843,0.8533975370438954,Black_rot
0,19.5,18.242640614509583,7,5,1.4,0.0,17.066355722572027,31.713333129882812,53.34596252441406,37.36836242675781,42.53467202677027,63.83383506431848,47.87986541210556,0.033486519607843136,5.9238357843137255,0.9995048974322469,0.9994791688971016,0.8178635434073945,0.043872549019607854,7.808946078431374,0.999478230779237,0.9994485322292427,0.7599032417113186,Black_rot
0,0,0,0,0,0,0,0,27.482864379882812,47.40132141113281,31.062835693359375,36.725557621242814,56.17702919970108,39.59472871676425,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,0,0,0,0,0,0,0,29.01177978515625,55.04115295410156,35.8873291015625,38.279811218578665,63.972146173157256,44.33362398253605,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,0.0,42.0,28,7,28.0,0,0,42.8616943359375,67.49501037597656,48.84234619140625,46.23631692874212,67.5071389689533,50.224166548889016,0.16577818627450985,23.50389093137256,0.9966341435828637,0.9959865504133207,0.8606501551112882,0.22738970588235308,33.235079656862766,0.9963272173873065,0.9957874150965574,0.8029558931935807,Black_rot
0,0,0,0,0,0,0,0,22.043258666992188,42.643585205078125,25.609619140625,31.819015911639866,53.78969578864503,35.56374567377692,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,24.0,48.0,18,18,6.0,25.7625,336.0,26.910736083984375,52.06959533691406,33.0599365234375,35.94352739156007,62.61785733125683,42.529526194010046,0.11590073529411771,18.547273284313732,0.9985894618911842,0.9984681477720636,0.7168637883173508,0.16476715686274518,26.768841911764717,0.9984447697247323,0.9983149651425425,0.5913561862250187,Black_rot
0,0,0,0,0,0,0,0,25.557357788085938,47.97209167480469,32.833099365234375,33.85524911953055,56.3755304966326,40.65943523310413,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,0,0,0,0,0,0,0,27.061019897460938,46.34033203125,28.403778076171875,40.75453263452591,57.12953394879186,39.67887978951952,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,0,0,0,0,0,0,0,30.263473510742188,59.97126770019531,35.07908630371094,43.2160835425086,67.83449281735625,44.94939970193788,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,0.0,26.0,13,26,6.5,0,0,36.09721374511719,67.94587707519531,47.24382019042969,41.991755384991414,72.56386862829005,52.92129272063871,0.6831188725490198,93.44243259803926,0.9840005471463954,0.981740478127767,0.8809401177202277,0.5878063725490197,77.92374387254905,0.9845137572415504,0.9820008886261206,0.9007132893021504,Black_rot
0,67.5,77.0710676908493,20,30,3.333333333333333,12.94814814814815,263.99775444477666,43.51066589355469,65.99366760253906,47.32843017578125,49.680155360849746,69.11411152703369,52.03447532304931,0.1098039215686275,17.4358762254902,0.9988815724632487,0.9988051545182027,0.6312609739125735,0.07193627450980393,10.817647058823532,0.998991854957576,0.9989277020099657,0.7712252261118608,Black_rot
0,0,0,0,0,0,0,0,40.1435546875,58.04707336425781,39.55445861816406,42.2765223643522,57.81246249189441,41.5932557796183,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,288.0,189.94112491607666,42,72,3.5000000000000004,20.0375,438.44343149425777,33.96403503417969,60.89984130859375,41.85322570800781,43.08129512164354,64.39028335131557,47.291050621696805,0.5719975490196083,86.53465073529422,0.9864689382028926,0.9836245962395975,0.8939910544535461,0.43085171568627495,61.011519607843205,0.9865442270596014,0.9840534861207875,0.9252580693992876,Black_rot
0,220.5,179.69848430156708,36,66,1.6363636363636362,6.585034013605442,292.89383456036785,25.063751220703125,49.64990234375,32.12803649902344,34.63051600341407,57.46390725662061,40.28456226793069,0.1502450980392157,21.09218750000001,0.9976342423830481,0.9971813986111127,0.7838760387542014,0.13599877450980397,18.76847426470589,0.997662027508312,0.9972273502566342,0.8076862817273901,Black_rot
0,0,0,0,0,0,0,0,33.71260070800781,54.027374267578125,33.86370849609375,42.283929838294526,58.47536750545071,40.947242594475235,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,18.0,48.0,12,24,3.0,30.533333333333335,448.0,34.18827819824219,55.0289306640625,34.6385498046875,45.38840017059042,57.228876492713354,40.65427054890704,0.46197916666666694,69.74411764705889,0.9917707917501012,0.9907935949014697,0.8382910972876201,0.34059436274509824,49.04978553921573,0.992206145454288,0.9911459095097768,0.8862730325450089,Black_rot
0,0,0,0,0,0,0,0,34.221588134765625,50.48497009277344,35.38653564453125,44.93993965873299,60.383651612104785,44.95015826324552,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,0,0,0,0,0,0,0,35.88603210449219,53.31494140625,33.43748474121094,45.2576179243988,57.09835569474345,41.11593460762901,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,0.0,4.0,3,1,3.0,0,0,26.688690185546875,47.07872009277344,29.192626953125,38.146524856929794,59.786420361288734,39.839225056580645,0.004289215686274511,0.5671568627450981,0.9999405293379974,0.9999387259595457,0.6728715964442366,0.012622549019607847,1.733823529411765,0.9999080931110125,0.9999080894087038,-4.594933166461047e-05,Black_rot
0,0,0,0,0,0,0,0,30.6304931640625,43.1929931640625,29.388397216796875,40.23712786821347,51.3613677523158,37.27062944180985,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,218.0,191.59797859191895,40,72,2.2222222222222223,13.486238532110093,420.98377752877786,37.48756408691406,60.46620178222656,36.90324401855469,47.16021042313855,62.89560916984978,44.28647941260914,0.22521446078431387,38.5402573529412,0.9974783456633267,0.9971354354934258,0.7329948191205923,0.160998774509804,26.78244485294119,0.9975522305834083,0.9973345732937106,0.8144524187561868,Black_rot
0,0.0,0.0,3,3,3.0,0,0,23.943283081054688,48.031005859375,35.01463317871094,35.274709319024744,60.26394669132133,45.74880812576102,0.03514093137254902,5.636550245098039,0.9997136969037889,0.999708948014943,0.4257474325806861,0.03979779411764707,6.413296568627452,0.9996992394708635,0.9996936296809371,0.34661240297491014,Black_rot
0,0,0,0,0,0,0,0,29.113128662109375,52.37168884277344,36.80766296386719,38.019660133175016,59.23055119150974,46.93844414043656,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,0,0,0,0,0,0,0,23.291885375976562,51.478179931640625,30.387786865234375,28.910289393821667,51.32239741595608,34.93061726087957,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,2.0,13.656854152679443,8,8,4.0,32.666666666666664,233.1370816844472,33.429168701171875,54.52484130859375,37.03367614746094,43.94558909654461,64.67118835404396,46.77604442296799,0.0642156862745098,9.906617647058827,0.9993227669058306,0.9992647100506393,0.6113801172113125,0.051256127450980404,7.822702205882355,0.9993684462477059,0.999310665463156,0.6931286012392566,Black_rot
0,0,0,0,0,0,0,0,21.0245361328125,45.13847351074219,28.42779541015625,28.334986647088552,48.994724901042304,34.06986426088337,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
0,0.0,4.0,2,4,1.0,0,0,31.203628540039062,55.14137268066406,27.53759765625,41.737750891783755,59.649229128428374,38.45142924364627,0.02202818627450981,3.616360294117648,0.9997942921782971,0.9997855405065951,0.592956520946109,0.027022058823529416,4.460049019607844,0.9997783554007074,0.9997702215857711,0.4979941924909841,Black_rot
0,0.0,10.0,10,5,10.0,0,0,28.833694458007812,57.85743713378906,40.152801513671875,37.56298430442392,65.81145468902228,48.01665237306104,0.18437500000000007,23.724325980392173,0.9948174139407607,0.9941023732813485,0.9116160605902477,0.2715379901960786,37.22512254901963,0.9944217521337948,0.9938572816281827,0.8613194331163561,Black_rot
0,75.0,85.4558436870575,36,24,9.0,21.984,340.79272361245086,35.780975341796875,67.65071105957031,42.95344543457031,45.49615866743112,70.93368113202779,48.36128374950335,0.4758578431372553,75.25560661764712,0.9906677425454163,0.9889860058651931,0.870561295129903,0.5616421568627459,88.82496936274522,0.9900143312561066,0.9887715493742056,0.8472221604317827,Black_rot
0,0,0,0,0,0,0,0,28.24591064453125,55.63322448730469,31.377761840820312,33.84319564160802,59.45334839203798,36.59880149632234,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,Black_rot
